"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 09:07:06 EEST 2023","Thu May 18 09:07:07 EEST 2023","1352","",": the logger","",": the logger","- final example","- final example",""
